order_id,product_id,timestamp,quantity,discount_applied,customer_rating
ORD-0001707,PRD-0017,2026-08-16 05:00:00,2,0.0,5
ORD-0001708,PRD-0120,2026-03-13 08:00:00,1,0.1,5
ORD-0001709,PRD-0393,2026-05-16 00:00:00,1,0.05,5
ORD-0001710,PRD-0425,2026-02-26 18:00:00,2,0.1,4
ORD-0001711,PRD-0129,2026-07-23 21:00:00,3,0.05,3
ORD-0001712,PRD-0130,2026-02-23 12:00:00,1,0.2,5
ORD-0001713,PRD-0060,2026-02-06 22:00:00,4,0.05,4
ORD-0001714,PRD-0048,2026-08-10 14:00:00,4,0.2,5
ORD-0001715,PRD-0029,2026-04-05 02:00:00,2,0.0,1
ORD-0001716,PRD-0097,2026-07-02 14:00:00,4,0.0,5
ORD-0001717,PRD-0010,2026-08-31 03:00:00,1,0.0,5
ORD-0001718,PRD-0242,2026-03-16 09:00:00,3,0.2,5
ORD-0001719,PRD-0314,2026-07-21 14:00:00,3,0.0,4
ORD-0001720,PRD-0444,2026-05-28 15:00:00,3,0.0,5
ORD-0001721,PRD-0232,2026-08-22 09:00:00,4,0.0,4
ORD-0001722,PRD-0277,2026-08-03 06:00:00,2,0.05,4
ORD-0001723,PRD-0284,2026-01-13 07:00:00,4,0.0,2
ORD-0001724,PRD-0203,2026-03-27 13:00:00,2,0.05,5
ORD-0001725,PRD-0247,2026-04-19 05:00:00,3,0.2,4
ORD-0001726,PRD-0290,2026-01-29 08:00:00,1,0.1,5
ORD-0001727,PRD-0264,2026-07-23 18:00:00,4,0.0,5
ORD-0001728,PRD-0443,2026-06-29 02:00:00,1,0.0,5
ORD-0001729,PRD-0214,2026-01-14 12:00:00,3,0.0,5
ORD-0001730,PRD-0200,2026-04-06 11:00:00,2,0.0,5
ORD-0001731,PRD-0433,2026-07-04 06:00:00,1,0.0,5
ORD-0001732,PRD-0079,2026-02-11 02:00:00,4,0.05,5
ORD-0001733,PRD-0401,2026-05-10 22:00:00,1,0.0,3
ORD-0001734,PRD-0444,2026-02-01 16:00:00,1,0.1,3
ORD-0001735,PRD-0343,2026-06-03 21:00:00,4,0.2,2
ORD-0001736,PRD-0344,2026-02-13 04:00:00,2,0.0,4
ORD-0001737,PRD-0173,2026-02-07 18:00:00,4,0.2,4
ORD-0001738,PRD-0467,2026-08-18 03:00:00,3,0.05,5
ORD-0001739,PRD-0069,2026-01-16 04:00:00,2,0.0,5
ORD-0001740,PRD-0416,2026-05-23 05:00:00,1,0.0,4
ORD-0001741,PRD-0428,2026-08-11 12:00:00,4,0.0,5
ORD-0001742,PRD-0449,2026-08-28 08:00:00,3,0.0,5
ORD-0001743,PRD-0087,2026-02-14 13:00:00,4,0.05,4
ORD-0001744,PRD-0101,2026-07-02 01:00:00,2,0.0,5
ORD-0001745,PRD-0008,2026-04-04 23:00:00,3,0.05,5
ORD-0001746,PRD-0333,2026-06-03 14:00:00,1,0.0,3
ORD-0001747,PRD-0200,2026-06-25 19:00:00,2,0.0,5
ORD-0001748,PRD-0087,2026-05-09 09:00:00,3,0.0,2
ORD-0001749,PRD-0043,2026-08-16 00:00:00,2,0.0,4
ORD-0001750,PRD-0385,2026-05-16 18:00:00,1,0.0,5
ORD-0001751,PRD-0109,2026-08-30 03:00:00,3,0.0,5
ORD-0001752,PRD-0435,2026-03-29 19:00:00,4,0.1,5
ORD-0001753,PRD-0408,2026-05-03 05:00:00,4,0.05,4
ORD-0001754,PRD-0483,2026-04-28 21:00:00,1,0.0,5
ORD-0001755,PRD-0152,2026-01-19 09:00:00,3,0.0,4
ORD-0001756,PRD-0017,2026-08-11 08:00:00,1,0.0,5
ORD-0001757,PRD-0133,2026-07-28 14:00:00,1,0.0,4
ORD-0001758,PRD-0148,2026-08-02 09:00:00,2,0.05,5
ORD-0001759,PRD-0277,2026-03-06 23:00:00,4,0.1,5
ORD-0001760,PRD-0232,2026-03-14 13:00:00,1,0.05,5
ORD-0001761,PRD-0314,2026-08-31 22:00:00,2,0.0,4
ORD-0001762,PRD-0415,2026-01-27 01:00:00,1,0.1,5
ORD-0001763,PRD-0366,2026-06-10 23:00:00,1,0.0,5
ORD-0001764,PRD-0228,2026-03-12 10:00:00,1,0.2,5
ORD-0001765,PRD-0139,2026-08-01 05:00:00,4,0.0,5
ORD-0001766,PRD-0436,2026-04-26 21:00:00,3,0.0,1
ORD-0001767,PRD-0399,2026-01-04 18:00:00,4,0.0,4
ORD-0001768,PRD-0211,2026-05-06 06:00:00,2,0.0,4
ORD-0001769,PRD-0391,2026-06-29 06:00:00,3,0.05,5
ORD-0001770,PRD-0499,2026-02-15 08:00:00,2,0.05,5
ORD-0001771,PRD-0028,2026-07-12 03:00:00,1,0.0,3
ORD-0001772,PRD-0051,2026-02-19 04:00:00,3,0.05,5
ORD-0001773,PRD-0491,2026-03-21 05:00:00,2,0.0,3
ORD-0001774,PRD-0442,2026-07-07 02:00:00,1,0.0,4
ORD-0001775,PRD-0261,2026-08-05 09:00:00,2,0.2,4
ORD-0001776,PRD-0261,2026-01-08 18:00:00,2,0.1,5
ORD-0001777,PRD-0350,2026-03-08 13:00:00,4,0.0,5
ORD-0001778,PRD-0352,2026-05-23 00:00:00,1,0.0,4
ORD-0001779,PRD-0008,2026-06-06 03:00:00,4,0.0,5
ORD-0001780,PRD-0320,2026-08-25 23:00:00,3,0.05,3
ORD-0001781,PRD-0138,2026-04-22 06:00:00,1,0.2,4
ORD-0001782,PRD-0038,2026-07-21 01:00:00,4,0.0,4
ORD-0001783,PRD-0111,2026-01-10 23:00:00,4,0.1,4
ORD-0001784,PRD-0480,2026-04-18 12:00:00,3,0.0,5
ORD-0001785,PRD-0368,2026-06-26 12:00:00,2,0.0,5
ORD-0001786,PRD-0220,2026-01-06 18:00:00,2,0.2,4
ORD-0001787,PRD-0337,2026-04-15 10:00:00,2,0.0,4
ORD-0001788,PRD-0223,2026-06-23 13:00:00,3,0.0,1
ORD-0001789,PRD-0136,2026-07-06 16:00:00,4,0.05,4
ORD-0001790,PRD-0256,2026-07-16 21:00:00,1,0.0,5
ORD-0001791,PRD-0360,2026-04-04 13:00:00,3,0.0,4
ORD-0001792,PRD-0409,2026-06-29 04:00:00,2,0.2,5
ORD-0001793,PRD-0329,2026-03-14 21:00:00,2,0.05,4
ORD-0001794,PRD-0450,2026-01-24 15:00:00,1,0.1,4
ORD-0001795,PRD-0463,2026-07-31 13:00:00,3,0.0,5
ORD-0001796,PRD-0434,2026-07-24 04:00:00,2,0.0,4
ORD-0001797,PRD-0451,2026-08-30 22:00:00,3,0.2,4
ORD-0001798,PRD-0049,2026-02-06 17:00:00,4,0.0,4
ORD-0001799,PRD-0292,2026-07-31 05:00:00,3,0.0,4
ORD-0001800,PRD-0382,2026-01-27 15:00:00,4,0.0,4
ORD-0001801,PRD-0324,2026-08-20 06:00:00,1,0.0,4
ORD-0001802,PRD-0078,2026-06-15 01:00:00,4,0.0,5
ORD-0001803,PRD-0105,2026-07-04 04:00:00,4,0.1,5
ORD-0001804,PRD-0169,2026-07-09 01:00:00,1,0.2,5
ORD-0001805,PRD-0217,2026-07-24 03:00:00,2,0.0,4
ORD-0001806,PRD-0378,2026-04-08 07:00:00,1,0.05,5
ORD-0001807,PRD-0119,2026-06-30 01:00:00,3,0.1,4
ORD-0001808,PRD-0190,2026-08-04 23:00:00,1,0.05,2
ORD-0001809,PRD-0255,2026-07-30 22:00:00,3,0.0,4
ORD-0001810,PRD-0370,2026-05-05 09:00:00,2,0.0,4
ORD-0001811,PRD-0266,2026-01-24 07:00:00,3,0.0,2
ORD-0001812,PRD-0149,2026-01-30 17:00:00,1,0.0,2
ORD-0001813,PRD-0164,2026-07-11 09:00:00,1,0.0,4
ORD-0001814,PRD-0140,2026-06-16 04:00:00,2,0.0,4
ORD-0001815,PRD-0347,2026-01-11 16:00:00,1,0.0,4
ORD-0001816,PRD-0488,2026-01-25 00:00:00,2,0.0,3
ORD-0001817,PRD-0258,2026-01-02 13:00:00,2,0.0,4
ORD-0001818,PRD-0374,2026-03-28 08:00:00,1,0.0,4
ORD-0001819,PRD-0269,2026-07-07 17:00:00,4,0.05,2
ORD-0001820,PRD-0181,2026-01-20 04:00:00,3,0.0,4
ORD-0001821,PRD-0160,2026-03-02 00:00:00,4,0.1,2
ORD-0001822,PRD-0351,2026-07-06 14:00:00,2,0.2,5
ORD-0001823,PRD-0400,2026-03-18 08:00:00,3,0.05,4
ORD-0001824,PRD-0288,2026-07-14 08:00:00,4,0.05,4
ORD-0001825,PRD-0288,2026-08-04 07:00:00,1,0.2,3
ORD-0001826,PRD-0380,2026-05-22 15:00:00,4,0.0,4
ORD-0001827,PRD-0226,2026-01-19 00:00:00,3,0.2,4
ORD-0001828,PRD-0011,2026-06-22 23:00:00,3,0.05,5
ORD-0001829,PRD-0010,2026-03-14 23:00:00,3,0.05,5
ORD-0001830,PRD-0271,2026-03-27 07:00:00,3,0.0,1
ORD-0001831,PRD-0273,2026-07-28 05:00:00,4,0.0,5
ORD-0001832,PRD-0424,2026-08-27 08:00:00,1,0.05,4
ORD-0001833,PRD-0402,2026-04-29 08:00:00,1,0.05,3
ORD-0001834,PRD-0183,2026-01-11 16:00:00,3,0.05,5
ORD-0001835,PRD-0457,2026-01-28 23:00:00,1,0.0,3
ORD-0001836,PRD-0153,2026-01-21 09:00:00,4,0.0,4
ORD-0001837,PRD-0488,2026-06-04 18:00:00,1,0.0,5
ORD-0001838,PRD-0315,2026-03-29 08:00:00,2,0.0,5
ORD-0001839,PRD-0334,2026-03-12 02:00:00,1,0.0,5
ORD-0001840,PRD-0124,2026-07-03 19:00:00,3,0.0,5
ORD-0001841,PRD-0473,2026-04-13 12:00:00,1,0.0,5
ORD-0001842,PRD-0114,2026-07-08 17:00:00,1,0.0,4
ORD-0001843,PRD-0278,2026-08-02 09:00:00,1,0.0,1
ORD-0001844,PRD-0500,2026-06-13 00:00:00,1,0.2,5
ORD-0001845,PRD-0414,2026-03-24 07:00:00,2,0.05,5
ORD-0001846,PRD-0468,2026-05-15 00:00:00,4,0.05,4
ORD-0001847,PRD-0213,2026-02-27 21:00:00,3,0.0,5
ORD-0001848,PRD-0172,2026-07-08 03:00:00,3,0.05,3
ORD-0001849,PRD-0288,2026-08-26 04:00:00,1,0.0,4
ORD-0001850,PRD-0435,2026-06-10 16:00:00,4,0.2,3
ORD-0001851,PRD-0174,2026-03-08 00:00:00,1,0.05,4
ORD-0001852,PRD-0113,2026-07-25 19:00:00,2,0.0,5
ORD-0001853,PRD-0376,2026-08-20 19:00:00,4,0.1,4
ORD-0001854,PRD-0405,2026-05-04 11:00:00,4,0.0,5
ORD-0001855,PRD-0483,2026-07-08 17:00:00,4,0.0,5
ORD-0001856,PRD-0122,2026-08-25 10:00:00,4,0.05,4
ORD-0001857,PRD-0032,2026-07-30 19:00:00,1,0.0,5
ORD-0001858,PRD-0222,2026-02-10 16:00:00,2,0.0,3
ORD-0001859,PRD-0119,2026-05-21 04:00:00,4,0.05,5
ORD-0001860,PRD-0039,2026-01-02 21:00:00,3,0.0,4
ORD-0001861,PRD-0497,2026-02-19 17:00:00,3,0.05,4
ORD-0001862,PRD-0268,2026-05-20 06:00:00,2,0.2,5
ORD-0001863,PRD-0233,2026-07-08 00:00:00,3,0.0,5
ORD-0001864,PRD-0431,2026-07-25 23:00:00,1,0.0,5
ORD-0001865,PRD-0018,2026-01-11 06:00:00,1,0.0,5
ORD-0001866,PRD-0149,2026-05-15 03:00:00,2,0.0,5
ORD-0001867,PRD-0397,2026-06-30 05:00:00,4,0.0,4
ORD-0001868,PRD-0149,2026-02-02 23:00:00,3,0.0,5
ORD-0001869,PRD-0126,2026-01-27 12:00:00,3,0.0,4
ORD-0001870,PRD-0392,2026-06-07 07:00:00,2,0.0,3
ORD-0001871,PRD-0302,2026-04-11 21:00:00,2,0.05,4
ORD-0001872,PRD-0360,2026-07-21 09:00:00,3,0.1,4
ORD-0001873,PRD-0238,2026-02-15 08:00:00,4,0.05,4
ORD-0001874,PRD-0135,2026-06-24 07:00:00,2,0.0,4
ORD-0001875,PRD-0151,2026-05-12 15:00:00,1,0.0,3
ORD-0001876,PRD-0236,2026-01-30 16:00:00,3,0.05,5
ORD-0001877,PRD-0224,2026-08-10 19:00:00,2,0.0,5
ORD-0001878,PRD-0203,2026-08-18 05:00:00,2,0.0,5
ORD-0001879,PRD-0256,2026-07-15 16:00:00,2,0.1,4
ORD-0001880,PRD-0086,2026-08-22 03:00:00,3,0.0,5
ORD-0001881,PRD-0150,2026-06-01 20:00:00,1,0.0,3
ORD-0001882,PRD-0235,2026-06-12 02:00:00,1,0.1,5
ORD-0001883,PRD-0345,2026-04-18 18:00:00,3,0.2,4
ORD-0001884,PRD-0022,2026-06-29 13:00:00,2,0.0,5
ORD-0001885,PRD-0348,2026-03-29 20:00:00,3,0.0,4
ORD-0001886,PRD-0285,2026-07-19 17:00:00,3,0.0,5
ORD-0001887,PRD-0269,2026-05-31 14:00:00,2,0.05,5
ORD-0001888,PRD-0466,2026-02-21 18:00:00,3,0.0,5
ORD-0001889,PRD-0258,2026-03-27 19:00:00,4,0.0,3
ORD-0001890,PRD-0029,2026-05-26 06:00:00,1,0.2,4
ORD-0001891,PRD-0213,2026-08-08 23:00:00,4,0.0,5
ORD-0001892,PRD-0463,2026-08-01 08:00:00,4,0.2,4
ORD-0001893,PRD-0436,2026-06-30 12:00:00,4,0.2,5
ORD-0001894,PRD-0283,2026-06-08 18:00:00,3,0.0,4
ORD-0001895,PRD-0050,2026-08-09 20:00:00,2,0.05,5
ORD-0001896,PRD-0095,2026-06-12 12:00:00,3,0.0,5
ORD-0001897,PRD-0463,2026-04-19 13:00:00,1,0.05,5
ORD-0001898,PRD-0499,2026-08-21 09:00:00,3,0.05,1
ORD-0001899,PRD-0407,2026-08-05 15:00:00,3,0.0,4
ORD-0001900,PRD-0088,2026-07-17 14:00:00,3,0.05,5
ORD-0001901,PRD-0044,2026-05-07 10:00:00,3,0.1,5
ORD-0001902,PRD-0461,2026-07-10 08:00:00,4,0.0,3
ORD-0001903,PRD-0278,2026-06-25 07:00:00,2,0.0,4
ORD-0001904,PRD-0171,2026-06-18 19:00:00,1,0.0,5
ORD-0001905,PRD-0421,2026-05-21 03:00:00,1,0.0,5
ORD-0001906,PRD-0189,2026-06-17 13:00:00,1,0.2,5
ORD-0001907,PRD-0353,2026-03-18 21:00:00,3,0.1,5
ORD-0001908,PRD-0184,2026-08-28 14:00:00,1,0.0,5
ORD-0001909,PRD-0003,2026-01-16 22:00:00,4,0.0,3
ORD-0001910,PRD-0191,2026-06-21 08:00:00,2,0.0,3
ORD-0001911,PRD-0118,2026-07-11 04:00:00,3,0.0,2
ORD-0001912,PRD-0019,2026-06-08 18:00:00,3,0.0,5
ORD-0001913,PRD-0023,2026-03-21 00:00:00,4,0.0,4
ORD-0001914,PRD-0413,2026-03-04 21:00:00,1,0.0,2
ORD-0001915,PRD-0030,2026-06-25 12:00:00,3,0.2,4
ORD-0001916,PRD-0295,2026-03-07 18:00:00,3,0.05,4
ORD-0001917,PRD-0108,2026-02-06 15:00:00,4,0.05,5
ORD-0001918,PRD-0367,2026-04-01 02:00:00,4,0.0,5
ORD-0001919,PRD-0281,2026-03-07 12:00:00,1,0.2,5
ORD-0001920,PRD-0128,2026-03-10 16:00:00,2,0.05,1
ORD-0001921,PRD-0229,2026-07-17 11:00:00,2,0.1,5
ORD-0001922,PRD-0111,2026-02-26 15:00:00,1,0.0,4
ORD-0001923,PRD-0136,2026-07-04 15:00:00,2,0.0,5
ORD-0001924,PRD-0362,2026-05-04 17:00:00,4,0.0,2
ORD-0001925,PRD-0186,2026-06-15 00:00:00,4,0.0,2
ORD-0001926,PRD-0144,2026-06-08 19:00:00,4,0.05,1
ORD-0001927,PRD-0072,2026-06-26 18:00:00,2,0.2,5
ORD-0001928,PRD-0129,2026-06-25 17:00:00,2,0.0,5
ORD-0001929,PRD-0364,2026-01-04 08:00:00,3,0.0,2
ORD-0001930,PRD-0261,2026-04-24 20:00:00,3,0.05,4
ORD-0001931,PRD-0003,2026-04-23 21:00:00,3,0.0,5
ORD-0001932,PRD-0449,2026-04-11 22:00:00,2,0.05,3
ORD-0001933,PRD-0388,2026-06-01 17:00:00,3,0.05,4
ORD-0001934,PRD-0104,2026-07-11 15:00:00,4,0.0,4
ORD-0001935,PRD-0483,2026-01-28 19:00:00,2,0.1,5
ORD-0001936,PRD-0224,2026-04-15 00:00:00,1,0.0,4
ORD-0001937,PRD-0320,2026-05-26 19:00:00,2,0.1,5
ORD-0001938,PRD-0362,2026-05-26 18:00:00,3,0.05,4
ORD-0001939,PRD-0354,2026-03-02 04:00:00,2,0.1,4
ORD-0001940,PRD-0491,2026-02-26 01:00:00,3,0.0,3
ORD-0001941,PRD-0473,2026-02-19 13:00:00,3,0.0,5
ORD-0001942,PRD-0010,2026-08-27 04:00:00,1,0.0,4
ORD-0001943,PRD-0405,2026-08-29 08:00:00,1,0.0,5
ORD-0001944,PRD-0384,2026-01-20 02:00:00,4,0.1,4
ORD-0001945,PRD-0302,2026-02-20 12:00:00,3,0.0,4
ORD-0001946,PRD-0231,2026-07-09 23:00:00,2,0.1,5
ORD-0001947,PRD-0219,2026-02-07 23:00:00,1,0.0,5
ORD-0001948,PRD-0411,2026-02-12 17:00:00,1,0.0,3
ORD-0001949,PRD-0066,2026-04-11 11:00:00,3,0.1,5
ORD-0001950,PRD-0425,2026-01-03 23:00:00,2,0.0,5
ORD-0001951,PRD-0112,2026-08-20 02:00:00,1,0.05,2
ORD-0001952,PRD-0013,2026-04-22 21:00:00,1,0.0,4
ORD-0001953,PRD-0393,2026-02-19 17:00:00,2,0.2,4
ORD-0001954,PRD-0500,2026-03-19 00:00:00,1,0.0,4
ORD-0001955,PRD-0420,2026-04-10 08:00:00,2,0.05,5
ORD-0001956,PRD-0086,2026-03-26 06:00:00,3,0.0,3
ORD-0001957,PRD-0234,2026-06-05 21:00:00,1,0.0,3
ORD-0001958,PRD-0090,2026-08-01 19:00:00,3,0.2,4
ORD-0001959,PRD-0314,2026-07-17 20:00:00,2,0.1,5
ORD-0001960,PRD-0054,2026-02-24 02:00:00,3,0.0,5
ORD-0001961,PRD-0012,2026-06-20 22:00:00,3,0.0,1
ORD-0001962,PRD-0209,2026-02-07 16:00:00,3,0.0,4
ORD-0001963,PRD-0462,2026-05-07 02:00:00,4,0.0,4
ORD-0001964,PRD-0014,2026-03-26 12:00:00,2,0.05,5
ORD-0001965,PRD-0121,2026-07-16 07:00:00,2,0.0,4
ORD-0001966,PRD-0418,2026-04-20 04:00:00,2,0.0,5
ORD-0001967,PRD-0437,2026-04-21 06:00:00,2,0.05,4
ORD-0001968,PRD-0377,2026-07-22 17:00:00,2,0.0,5
ORD-0001969,PRD-0020,2026-04-06 09:00:00,1,0.05,5
ORD-0001970,PRD-0075,2026-08-24 22:00:00,1,0.2,5
ORD-0001971,PRD-0400,2026-06-11 08:00:00,1,0.0,4
ORD-0001972,PRD-0243,2026-03-03 21:00:00,3,0.05,5
ORD-0001973,PRD-0223,2026-05-12 07:00:00,3,0.0,4
ORD-0001974,PRD-0070,2026-03-02 00:00:00,2,0.0,4
ORD-0001975,PRD-0312,2026-02-01 21:00:00,4,0.0,5
ORD-0001976,PRD-0211,2026-07-06 15:00:00,2,0.0,5
ORD-0001977,PRD-0101,2026-04-12 14:00:00,1,0.0,5
ORD-0001978,PRD-0186,2026-06-20 12:00:00,2,0.0,4
ORD-0001979,PRD-0132,2026-07-19 07:00:00,3,0.1,5
ORD-0001980,PRD-0111,2026-02-17 21:00:00,2,0.05,1
ORD-0001981,PRD-0381,2026-05-29 13:00:00,1,0.2,3
ORD-0001982,PRD-0132,2026-06-22 14:00:00,2,0.0,5
ORD-0001983,PRD-0020,2026-03-24 04:00:00,3,0.0,4
ORD-0001984,PRD-0394,2026-04-22 02:00:00,4,0.0,5
ORD-0001985,PRD-0024,2026-01-20 07:00:00,1,0.0,4
ORD-0001986,PRD-0227,2026-06-25 18:00:00,2,0.0,4
ORD-0001987,PRD-0154,2026-04-01 21:00:00,3,0.05,5
ORD-0001988,PRD-0293,2026-03-10 10:00:00,1,0.0,5
ORD-0001989,PRD-0230,2026-06-12 00:00:00,1,0.0,4
ORD-0001990,PRD-0469,2026-02-05 00:00:00,3,0.0,4
ORD-0001991,PRD-0310,2026-08-25 17:00:00,2,0.0,5
ORD-0001992,PRD-0488,2026-04-21 14:00:00,2,0.0,4
ORD-0001993,PRD-0359,2026-06-21 14:00:00,2,0.0,3
ORD-0001994,PRD-0405,2026-01-24 13:00:00,1,0.05,5
ORD-0001995,PRD-0202,2026-02-10 04:00:00,4,0.0,2
ORD-0001996,PRD-0038,2026-04-06 02:00:00,1,0.05,5
ORD-0001997,PRD-0430,2026-02-11 11:00:00,2,0.0,5
ORD-0001998,PRD-0260,2026-02-19 11:00:00,1,0.0,5
ORD-0001999,PRD-0188,2026-07-25 01:00:00,4,0.1,4
ORD-0002000,PRD-0057,2026-06-29 15:00:00,1,0.0,5
ORD-0002001,PRD-0429,2026-05-16 14:00:00,3,0.0,3
ORD-0002002,PRD-0020,2026-01-28 08:00:00,2,0.1,1
ORD-0002003,PRD-0273,2026-05-05 06:00:00,2,0.0,1
ORD-0002004,PRD-0119,2026-02-16 09:00:00,2,0.0,4
ORD-0002005,PRD-0071,2026-07-03 14:00:00,1,0.05,2
ORD-0002006,PRD-0004,2026-01-24 04:00:00,1,0.05,5
ORD-0002007,PRD-0221,2026-05-06 19:00:00,1,0.0,4
ORD-0002008,PRD-0014,2026-04-07 00:00:00,2,0.0,4
ORD-0002009,PRD-0003,2026-04-18 12:00:00,1,0.1,5
ORD-0002010,PRD-0216,2026-08-24 12:00:00,2,0.0,3
ORD-0002011,PRD-0229,2026-01-03 03:00:00,1,0.0,5
ORD-0002012,PRD-0336,2026-02-26 17:00:00,2,0.0,5
ORD-0002013,PRD-0186,2026-02-19 18:00:00,3,0.2,5
ORD-0002014,PRD-0055,2026-06-17 11:00:00,1,0.0,4
ORD-0002015,PRD-0500,2026-05-11 18:00:00,2,0.05,5
ORD-0002016,PRD-0388,2026-03-10 16:00:00,3,0.0,5
ORD-0002017,PRD-0376,2026-01-28 23:00:00,3,0.0,5
ORD-0002018,PRD-0254,2026-02-02 09:00:00,4,0.05,1
ORD-0002019,PRD-0024,2026-07-25 07:00:00,1,0.2,5
ORD-0002020,PRD-0162,2026-04-05 23:00:00,2,0.0,5
ORD-0002021,PRD-0158,2026-05-06 22:00:00,4,0.0,2
ORD-0002022,PRD-0082,2026-03-19 12:00:00,1,0.2,5
ORD-0002023,PRD-0403,2026-05-11 19:00:00,3,0.05,5
ORD-0002024,PRD-0159,2026-08-23 09:00:00,1,0.0,5
ORD-0002025,PRD-0188,2026-02-14 18:00:00,2,0.0,2
ORD-0002026,PRD-0060,2026-03-13 12:00:00,3,0.05,5
ORD-0002027,PRD-0403,2026-02-23 11:00:00,4,0.05,2
ORD-0002028,PRD-0305,2026-07-15 06:00:00,1,0.2,5
ORD-0002029,PRD-0319,2026-03-24 18:00:00,1,0.0,1
ORD-0002030,PRD-0366,2026-04-20 17:00:00,4,0.0,3
ORD-0002031,PRD-0211,2026-02-11 17:00:00,1,0.05,4
ORD-0002032,PRD-0406,2026-02-13 14:00:00,1,0.0,5
ORD-0002033,PRD-0152,2026-04-01 16:00:00,1,0.0,5
ORD-0002034,PRD-0109,2026-04-08 10:00:00,3,0.0,3
ORD-0002035,PRD-0076,2026-03-19 07:00:00,3,0.0,3
ORD-0002036,PRD-0030,2026-01-21 20:00:00,2,0.0,4
ORD-0002037,PRD-0314,2026-04-04 01:00:00,1,0.05,5
ORD-0002038,PRD-0486,2026-07-10 14:00:00,2,0.05,4
ORD-0002039,PRD-0117,2026-08-26 02:00:00,3,0.0,4
ORD-0002040,PRD-0415,2026-04-16 19:00:00,1,0.0,5
ORD-0002041,PRD-0356,2026-07-12 00:00:00,2,0.0,4
ORD-0002042,PRD-0192,2026-06-04 18:00:00,1,0.05,4
ORD-0002043,PRD-0019,2026-04-08 04:00:00,1,0.0,4
ORD-0002044,PRD-0432,2026-01-26 00:00:00,4,0.05,5
ORD-0002045,PRD-0173,2026-08-19 16:00:00,2,0.0,5
ORD-0002046,PRD-0228,2026-08-06 11:00:00,3,0.0,5
ORD-0002047,PRD-0350,2026-06-28 12:00:00,2,0.05,4
ORD-0002048,PRD-0183,2026-02-11 04:00:00,2,0.0,5
ORD-0002049,PRD-0113,2026-03-20 09:00:00,2,0.0,3
ORD-0002050,PRD-0183,2026-07-06 19:00:00,4,0.0,5
ORD-0002051,PRD-0481,2026-03-15 02:00:00,1,0.0,5
ORD-0002052,PRD-0146,2026-04-13 16:00:00,3,0.0,5
ORD-0002053,PRD-0319,2026-04-03 15:00:00,4,0.0,4
ORD-0002054,PRD-0116,2026-07-06 18:00:00,3,0.05,5
ORD-0002055,PRD-0113,2026-03-04 06:00:00,4,0.05,5
ORD-0002056,PRD-0251,2026-02-05 12:00:00,1,0.05,4
ORD-0002057,PRD-0476,2026-01-19 19:00:00,3,0.0,5
ORD-0002058,PRD-0251,2026-04-07 20:00:00,2,0.05,5
ORD-0002059,PRD-0303,2026-03-15 06:00:00,4,0.0,5
ORD-0002060,PRD-0459,2026-06-29 12:00:00,3,0.0,5
ORD-0002061,PRD-0313,2026-05-20 17:00:00,1,0.0,1
ORD-0002062,PRD-0118,2026-06-22 08:00:00,3,0.2,5
ORD-0002063,PRD-0301,2026-08-07 09:00:00,4,0.0,5
ORD-0002064,PRD-0161,2026-07-15 15:00:00,1,0.2,4
ORD-0002065,PRD-0401,2026-05-20 02:00:00,2,0.0,3
ORD-0002066,PRD-0198,2026-04-18 20:00:00,4,0.0,3
ORD-0002067,PRD-0260,2026-03-16 06:00:00,4,0.0,2
ORD-0002068,PRD-0148,2026-05-27 16:00:00,1,0.05,5
ORD-0002069,PRD-0240,2026-03-16 03:00:00,4,0.0,4
ORD-0002070,PRD-0047,2026-05-11 12:00:00,3,0.1,1
ORD-0002071,PRD-0475,2026-05-29 21:00:00,2,0.1,4
ORD-0002072,PRD-0399,2026-05-15 02:00:00,3,0.05,4
ORD-0002073,PRD-0198,2026-06-06 13:00:00,1,0.0,3
ORD-0002074,PRD-0047,2026-06-17 08:00:00,4,0.2,1
ORD-0002075,PRD-0078,2026-04-29 05:00:00,2,0.1,3
ORD-0002076,PRD-0124,2026-04-10 05:00:00,1,0.0,5
ORD-0002077,PRD-0075,2026-06-26 15:00:00,3,0.05,2
ORD-0002078,PRD-0359,2026-06-14 00:00:00,4,0.0,5
ORD-0002079,PRD-0137,2026-07-04 12:00:00,4,0.0,3
ORD-0002080,PRD-0090,2026-08-01 05:00:00,1,0.0,3
ORD-0002081,PRD-0400,2026-03-01 03:00:00,3,0.0,4
ORD-0002082,PRD-0325,2026-06-22 22:00:00,4,0.0,3
ORD-0002083,PRD-0500,2026-02-25 10:00:00,3,0.0,3
ORD-0002084,PRD-0061,2026-05-02 13:00:00,2,0.05,4
ORD-0002085,PRD-0138,2026-03-02 06:00:00,4,0.2,4
ORD-0002086,PRD-0050,2026-03-02 00:00:00,2,0.2,5
ORD-0002087,PRD-0259,2026-06-06 00:00:00,4,0.0,2
ORD-0002088,PRD-0461,2026-04-29 12:00:00,1,0.05,5
ORD-0002089,PRD-0107,2026-08-31 21:00:00,4,0.0,5
ORD-0002090,PRD-0113,2026-08-30 06:00:00,4,0.05,5
ORD-0002091,PRD-0350,2026-06-23 23:00:00,3,0.0,4
ORD-0002092,PRD-0254,2026-07-31 16:00:00,3,0.0,5
ORD-0002093,PRD-0118,2026-02-06 00:00:00,2,0.05,3
ORD-0002094,PRD-0493,2026-08-25 19:00:00,2,0.0,3
